cod_municipio,municipio,ano,situacao,populacao
4114005,Mamborê (PR),2000,Total,15156
4114005,Mamborê (PR),2000,Urbana,9014
4114005,Mamborê (PR),2000,Rural,6142
4114104,Mandaguaçu (PR),2000,Total,16828
4114104,Mandaguaçu (PR),2000,Urbana,14113
4114104,Mandaguaçu (PR),2000,Rural,2715
4114203,Mandaguari (PR),2000,Total,31395
4114203,Mandaguari (PR),2000,Urbana,28281
4114203,Mandaguari (PR),2000,Rural,3114
4114302,Mandirituba (PR),2000,Total,17540
4114302,Mandirituba (PR),2000,Urbana,6268
4114302,Mandirituba (PR),2000,Rural,11272
4114351,Manfrinópolis (PR),2000,Total,3802
4114351,Manfrinópolis (PR),2000,Urbana,448
4114351,Manfrinópolis (PR),2000,Rural,3354
4114401,Mangueirinha (PR),2000,Total,17760
4114401,Mangueirinha (PR),2000,Urbana,6450
4114401,Mangueirinha (PR),2000,Rural,11310
4114500,Manoel Ribas (PR),2000,Total,13066
4114500,Manoel Ribas (PR),2000,Urbana,6540
4114500,Manoel Ribas (PR),2000,Rural,6526
4114609,Marechal Cândido Rondon (PR),2000,Total,41007
4114609,Marechal Cândido Rondon (PR),2000,Urbana,31246
4114609,Marechal Cândido Rondon (PR),2000,Rural,9761
4114708,Maria Helena (PR),2000,Total,6384
4114708,Maria Helena (PR),2000,Urbana,2719
4114708,Maria Helena (PR),2000,Rural,3665
4114807,Marialva (PR),2000,Total,28702
4114807,Marialva (PR),2000,Urbana,22113
4114807,Marialva (PR),2000,Rural,6589
4114906,Marilândia do Sul (PR),2000,Total,9071
4114906,Marilândia do Sul (PR),2000,Urbana,6089
4114906,Marilândia do Sul (PR),2000,Rural,2982
4115002,Marilena (PR),2000,Total,6756
4115002,Marilena (PR),2000,Urbana,4047
4115002,Marilena (PR),2000,Rural,2709
4115101,Mariluz (PR),2000,Total,10296
4115101,Mariluz (PR),2000,Urbana,8255
4115101,Mariluz (PR),2000,Rural,2041
4115200,Maringá (PR),2000,Total,288653
4115200,Maringá (PR),2000,Urbana,283978
4115200,Maringá (PR),2000,Rural,4675
4115309,Mariópolis (PR),2000,Total,6017
4115309,Mariópolis (PR),2000,Urbana,3771
4115309,Mariópolis (PR),2000,Rural,2246
4115358,Maripá (PR),2000,Total,5889
4115358,Maripá (PR),2000,Urbana,3001
4115358,Maripá (PR),2000,Rural,2888
4115408,Marmeleiro (PR),2000,Total,13665
4115408,Marmeleiro (PR),2000,Urbana,7168
4115408,Marmeleiro (PR),2000,Rural,6497
4115457,Marquinho (PR),2000,Total,5659
4115457,Marquinho (PR),2000,Urbana,568
4115457,Marquinho (PR),2000,Rural,5091
4115507,Marumbi (PR),2000,Total,4612
4115507,Marumbi (PR),2000,Urbana,3380
4115507,Marumbi (PR),2000,Rural,1232
4115606,Matelândia (PR),2000,Total,14344
4115606,Matelândia (PR),2000,Urbana,10151
4115606,Matelândia (PR),2000,Rural,4193
4115705,Matinhos (PR),2000,Total,24184
4115705,Matinhos (PR),2000,Urbana,24000
4115705,Matinhos (PR),2000,Rural,184
4115739,Mato Rico (PR),2000,Total,4496
4115739,Mato Rico (PR),2000,Urbana,652
4115739,Mato Rico (PR),2000,Rural,3844
4115754,Mauá da Serra (PR),2000,Total,6471
4115754,Mauá da Serra (PR),2000,Urbana,5344
4115754,Mauá da Serra (PR),2000,Rural,1127
4115804,Medianeira (PR),2000,Total,37827
4115804,Medianeira (PR),2000,Urbana,33246
4115804,Medianeira (PR),2000,Rural,4581
4115853,Mercedes (PR),2000,Total,4608
4115853,Mercedes (PR),2000,Urbana,1496
4115853,Mercedes (PR),2000,Rural,3112
4115903,Mirador (PR),2000,Total,2500
4115903,Mirador (PR),2000,Urbana,1576
4115903,Mirador (PR),2000,Rural,924
4116000,Miraselva (PR),2000,Total,1961
4116000,Miraselva (PR),2000,Urbana,1306
4116000,Miraselva (PR),2000,Rural,655
4116059,Missal (PR),2000,Total,10433
4116059,Missal (PR),2000,Urbana,4972
4116059,Missal (PR),2000,Rural,5461
4116109,Moreira Sales (PR),2000,Total,13395
4116109,Moreira Sales (PR),2000,Urbana,9383
4116109,Moreira Sales (PR),2000,Rural,4012
4116208,Morretes (PR),2000,Total,15275
4116208,Morretes (PR),2000,Urbana,7153
4116208,Morretes (PR),2000,Rural,8122
4116307,Munhoz de Melo (PR),2000,Total,3401
4116307,Munhoz de Melo (PR),2000,Urbana,2527
4116307,Munhoz de Melo (PR),2000,Rural,874
4116406,Nossa Senhora das Graças (PR),2000,Total,3833
4116406,Nossa Senhora das Graças (PR),2000,Urbana,2848
4116406,Nossa Senhora das Graças (PR),2000,Rural,985
4116505,Nova Aliança do Ivaí (PR),2000,Total,1338
4116505,Nova Aliança do Ivaí (PR),2000,Urbana,904
4116505,Nova Aliança do Ivaí (PR),2000,Rural,434
4116604,Nova América da Colina (PR),2000,Total,3585
4116604,Nova América da Colina (PR),2000,Urbana,2401
4116604,Nova América da Colina (PR),2000,Rural,1184
4116703,Nova Aurora (PR),2000,Total,13641
4116703,Nova Aurora (PR),2000,Urbana,9061
4116703,Nova Aurora (PR),2000,Rural,4580
4116802,Nova Cantu (PR),2000,Total,9914
4116802,Nova Cantu (PR),2000,Urbana,3916
4116802,Nova Cantu (PR),2000,Rural,5998
4116901,Nova Esperança (PR),2000,Total,25729
4116901,Nova Esperança (PR),2000,Urbana,21785
4116901,Nova Esperança (PR),2000,Rural,3944
4116950,Nova Esperança do Sudoeste (PR),2000,Total,5258
4116950,Nova Esperança do Sudoeste (PR),2000,Urbana,1224
4116950,Nova Esperança do Sudoeste (PR),2000,Rural,4034
4117008,Nova Fátima (PR),2000,Total,8305
4117008,Nova Fátima (PR),2000,Urbana,6591
4117008,Nova Fátima (PR),2000,Rural,1714
4117057,Nova Laranjeiras (PR),2000,Total,11699
4117057,Nova Laranjeiras (PR),2000,Urbana,1813
4117057,Nova Laranjeiras (PR),2000,Rural,9886
4117107,Nova Londrina (PR),2000,Total,13169
4117107,Nova Londrina (PR),2000,Urbana,11604
4117107,Nova Londrina (PR),2000,Rural,1565
4117206,Nova Olímpia (PR),2000,Total,5280
4117206,Nova Olímpia (PR),2000,Urbana,4325
4117206,Nova Olímpia (PR),2000,Rural,955
4117214,Nova Santa Bárbara (PR),2000,Total,3611
4117214,Nova Santa Bárbara (PR),2000,Urbana,2871
4117214,Nova Santa Bárbara (PR),2000,Rural,740
4117222,Nova Santa Rosa (PR),2000,Total,7125
4117222,Nova Santa Rosa (PR),2000,Urbana,3897
4117222,Nova Santa Rosa (PR),2000,Rural,3228
4117255,Nova Prata do Iguaçu (PR),2000,Total,10397
4117255,Nova Prata do Iguaçu (PR),2000,Urbana,5311
4117255,Nova Prata do Iguaçu (PR),2000,Rural,5086
4117271,Nova Tebas (PR),2000,Total,9476
4117271,Nova Tebas (PR),2000,Urbana,3164
4117271,Nova Tebas (PR),2000,Rural,6312
4117297,Novo Itacolomi (PR),2000,Total,2866
4117297,Novo Itacolomi (PR),2000,Urbana,1258
4117297,Novo Itacolomi (PR),2000,Rural,1608
4117305,Ortigueira (PR),2000,Total,25216
4117305,Ortigueira (PR),2000,Urbana,8363
4117305,Ortigueira (PR),2000,Rural,16853
4117404,Ourizona (PR),2000,Total,3396
4117404,Ourizona (PR),2000,Urbana,2720
4117404,Ourizona (PR),2000,Rural,676
4117453,Ouro Verde do Oeste (PR),2000,Total,5472
4117453,Ouro Verde do Oeste (PR),2000,Urbana,3383
4117453,Ouro Verde do Oeste (PR),2000,Rural,2089
4117503,Paiçandu (PR),2000,Total,30764
4117503,Paiçandu (PR),2000,Urbana,29622
4117503,Paiçandu (PR),2000,Rural,1142
4117602,Palmas (PR),2000,Total,34819
4117602,Palmas (PR),2000,Urbana,31411
4117602,Palmas (PR),2000,Rural,3408
4117701,Palmeira (PR),2000,Total,30847
4117701,Palmeira (PR),2000,Urbana,17268
4117701,Palmeira (PR),2000,Rural,13579
4117800,Palmital (PR),2000,Total,16958
4117800,Palmital (PR),2000,Urbana,7170
4117800,Palmital (PR),2000,Rural,9788
4117909,Palotina (PR),2000,Total,25771
4117909,Palotina (PR),2000,Urbana,20740
4117909,Palotina (PR),2000,Rural,5031
4118006,Paraíso do Norte (PR),2000,Total,9739
4118006,Paraíso do Norte (PR),2000,Urbana,8720
4118006,Paraíso do Norte (PR),2000,Rural,1019
4118105,Paranacity (PR),2000,Total,9109
4118105,Paranacity (PR),2000,Urbana,7326
4118105,Paranacity (PR),2000,Rural,1783
4118204,Paranaguá (PR),2000,Total,127339
4118204,Paranaguá (PR),2000,Urbana,122347
4118204,Paranaguá (PR),2000,Rural,4992
4118303,Paranapoema (PR),2000,Total,2393
4118303,Paranapoema (PR),2000,Urbana,2159
4118303,Paranapoema (PR),2000,Rural,234
4118402,Paranavaí (PR),2000,Total,75750
4118402,Paranavaí (PR),2000,Urbana,70329
4118402,Paranavaí (PR),2000,Rural,5421
4118451,Pato Bragado (PR),2000,Total,4049
4118451,Pato Bragado (PR),2000,Urbana,2343
4118451,Pato Bragado (PR),2000,Rural,1706
4118501,Pato Branco (PR),2000,Total,62234
4118501,Pato Branco (PR),2000,Urbana,56805
4118501,Pato Branco (PR),2000,Rural,5429
4118600,Paula Freitas (PR),2000,Total,5060
4118600,Paula Freitas (PR),2000,Urbana,2200
4118600,Paula Freitas (PR),2000,Rural,2860
4118709,Paulo Frontin (PR),2000,Total,6565
4118709,Paulo Frontin (PR),2000,Urbana,1752
4118709,Paulo Frontin (PR),2000,Rural,4813
4118808,Peabiru (PR),2000,Total,13487
4118808,Peabiru (PR),2000,Urbana,10491
4118808,Peabiru (PR),2000,Rural,2996
4118857,Perobal (PR),2000,Total,5291
4118857,Perobal (PR),2000,Urbana,2626
4118857,Perobal (PR),2000,Rural,2665
4118907,Pérola (PR),2000,Total,9282
4118907,Pérola (PR),2000,Urbana,6618
4118907,Pérola (PR),2000,Rural,2664
4119004,Pérola d'Oeste (PR),2000,Total,7354
4119004,Pérola d'Oeste (PR),2000,Urbana,2720
4119004,Pérola d'Oeste (PR),2000,Rural,4634
4119103,Piên (PR),2000,Total,9798
4119103,Piên (PR),2000,Urbana,2883
4119103,Piên (PR),2000,Rural,6915
4119152,Pinhais (PR),2000,Total,102985
4119152,Pinhais (PR),2000,Urbana,100726
4119152,Pinhais (PR),2000,Rural,2259
4119202,Pinhalão (PR),2000,Total,6217
4119202,Pinhalão (PR),2000,Urbana,3532
4119202,Pinhalão (PR),2000,Rural,2685
4119251,Pinhal de São Bento (PR),2000,Total,2560
4119251,Pinhal de São Bento (PR),2000,Urbana,737
4119251,Pinhal de São Bento (PR),2000,Rural,1823
4119301,Pinhão (PR),2000,Total,28408
4119301,Pinhão (PR),2000,Urbana,13734
4119301,Pinhão (PR),2000,Rural,14674
4119400,Piraí do Sul (PR),2000,Total,21647
4119400,Piraí do Sul (PR),2000,Urbana,14624
4119400,Piraí do Sul (PR),2000,Rural,7023
4119509,Piraquara (PR),2000,Total,72886
4119509,Piraquara (PR),2000,Urbana,33829
4119509,Piraquara (PR),2000,Rural,39057
4119608,Pitanga (PR),2000,Total,35861
4119608,Pitanga (PR),2000,Urbana,18339
4119608,Pitanga (PR),2000,Rural,17522
4119657,Pitangueiras (PR),2000,Total,2418
4119657,Pitangueiras (PR),2000,Urbana,1641
4119657,Pitangueiras (PR),2000,Rural,777
4119707,Planaltina do Paraná (PR),2000,Total,3992
4119707,Planaltina do Paraná (PR),2000,Urbana,2549
4119707,Planaltina do Paraná (PR),2000,Rural,1443
4119806,Planalto (PR),2000,Total,14122
4119806,Planalto (PR),2000,Urbana,4814
4119806,Planalto (PR),2000,Rural,9308
4119905,Ponta Grossa (PR),2000,Total,273616
4119905,Ponta Grossa (PR),2000,Urbana,266683
4119905,Ponta Grossa (PR),2000,Rural,6933
4119954,Pontal do Paraná (PR),2000,Total,14323
4119954,Pontal do Paraná (PR),2000,Urbana,14149
4119954,Pontal do Paraná (PR),2000,Rural,174
4120002,Porecatu (PR),2000,Total,15881
4120002,Porecatu (PR),2000,Urbana,12372
4120002,Porecatu (PR),2000,Rural,3509
4120101,Porto Amazonas (PR),2000,Total,4236
4120101,Porto Amazonas (PR),2000,Urbana,2728
4120101,Porto Amazonas (PR),2000,Rural,1508
4120150,Porto Barreiro (PR),2000,Total,4206
4120150,Porto Barreiro (PR),2000,Urbana,412
4120150,Porto Barreiro (PR),2000,Rural,3794
4120200,Porto Rico (PR),2000,Total,2550
4120200,Porto Rico (PR),2000,Urbana,1641
4120200,Porto Rico (PR),2000,Rural,909
4120309,Porto Vitória (PR),2000,Total,4051
4120309,Porto Vitória (PR),2000,Urbana,2216
4120309,Porto Vitória (PR),2000,Rural,1835
4120333,Prado Ferreira (PR),2000,Total,3152
4120333,Prado Ferreira (PR),2000,Urbana,2371
4120333,Prado Ferreira (PR),2000,Rural,781
4120358,Pranchita (PR),2000,Total,6260
4120358,Pranchita (PR),2000,Urbana,3160
4120358,Pranchita (PR),2000,Rural,3100
4120408,Presidente Castelo Branco (PR),2000,Total,4305
4120408,Presidente Castelo Branco (PR),2000,Urbana,3247
4120408,Presidente Castelo Branco (PR),2000,Rural,1058
4120507,Primeiro de Maio (PR),2000,Total,10728
4120507,Primeiro de Maio (PR),2000,Urbana,9728
4120507,Primeiro de Maio (PR),2000,Rural,1000
4120606,Prudentópolis (PR),2000,Total,46346
4120606,Prudentópolis (PR),2000,Urbana,18276
4120606,Prudentópolis (PR),2000,Rural,28070
4120655,Quarto Centenário (PR),2000,Total,5333
4120655,Quarto Centenário (PR),2000,Urbana,2685
4120655,Quarto Centenário (PR),2000,Rural,2648
4120705,Quatiguá (PR),2000,Total,6742
4120705,Quatiguá (PR),2000,Urbana,5929
4120705,Quatiguá (PR),2000,Rural,813
4120804,Quatro Barras (PR),2000,Total,16161
4120804,Quatro Barras (PR),2000,Urbana,14520
4120804,Quatro Barras (PR),2000,Rural,1641
4120853,Quatro Pontes (PR),2000,Total,3646
4120853,Quatro Pontes (PR),2000,Urbana,1794
4120853,Quatro Pontes (PR),2000,Rural,1852
4120903,Quedas do Iguaçu (PR),2000,Total,27364
4120903,Quedas do Iguaçu (PR),2000,Urbana,19626
4120903,Quedas do Iguaçu (PR),2000,Rural,7738
4121000,Querência do Norte (PR),2000,Total,11438
4121000,Querência do Norte (PR),2000,Urbana,7007
4121000,Querência do Norte (PR),2000,Rural,4431
4121109,Quinta do Sol (PR),2000,Total,5759
4121109,Quinta do Sol (PR),2000,Urbana,3454
4121109,Quinta do Sol (PR),2000,Rural,2305
4121208,Quitandinha (PR),2000,Total,15272
4121208,Quitandinha (PR),2000,Urbana,3046
4121208,Quitandinha (PR),2000,Rural,12226
4121257,Ramilândia (PR),2000,Total,3868
4121257,Ramilândia (PR),2000,Urbana,1754
4121257,Ramilândia (PR),2000,Rural,2114
4121307,Rancho Alegre (PR),2000,Total,4197
4121307,Rancho Alegre (PR),2000,Urbana,3491
4121307,Rancho Alegre (PR),2000,Rural,706
4121356,Rancho Alegre D'Oeste (PR),2000,Total,3117
4121356,Rancho Alegre D'Oeste (PR),2000,Urbana,2066
4121356,Rancho Alegre D'Oeste (PR),2000,Rural,1051
4121406,Realeza (PR),2000,Total,16023
4121406,Realeza (PR),2000,Urbana,9951
4121406,Realeza (PR),2000,Rural,6072
4121505,Rebouças (PR),2000,Total,13663
4121505,Rebouças (PR),2000,Urbana,6570
4121505,Rebouças (PR),2000,Rural,7093
4121604,Renascença (PR),2000,Total,6959
4121604,Renascença (PR),2000,Urbana,2928
4121604,Renascença (PR),2000,Rural,4031
4121703,Reserva (PR),2000,Total,23977
4121703,Reserva (PR),2000,Urbana,9611
4121703,Reserva (PR),2000,Rural,14366
4121752,Reserva do Iguaçu (PR),2000,Total,6678
4121752,Reserva do Iguaçu (PR),2000,Urbana,3340
4121752,Reserva do Iguaçu (PR),2000,Rural,3338
4121802,Ribeirão Claro (PR),2000,Total,10903
4121802,Ribeirão Claro (PR),2000,Urbana,6796
4121802,Ribeirão Claro (PR),2000,Rural,4107
4121901,Ribeirão do Pinhal (PR),2000,Total,14341
4121901,Ribeirão do Pinhal (PR),2000,Urbana,10675
4121901,Ribeirão do Pinhal (PR),2000,Rural,3666
4122008,Rio Azul (PR),2000,Total,13023
4122008,Rio Azul (PR),2000,Urbana,4334
4122008,Rio Azul (PR),2000,Rural,8689
4122107,Rio Bom (PR),2000,Total,3546
4122107,Rio Bom (PR),2000,Urbana,2106
4122107,Rio Bom (PR),2000,Rural,1440
4122156,Rio Bonito do Iguaçu (PR),2000,Total,13791
4122156,Rio Bonito do Iguaçu (PR),2000,Urbana,1878
4122156,Rio Bonito do Iguaçu (PR),2000,Rural,11913
4122172,Rio Branco do Ivaí (PR),2000,Total,3758
4122172,Rio Branco do Ivaí (PR),2000,Urbana,925
4122172,Rio Branco do Ivaí (PR),2000,Rural,2833
4122206,Rio Branco do Sul (PR),2000,Total,29341
4122206,Rio Branco do Sul (PR),2000,Urbana,20049
4122206,Rio Branco do Sul (PR),2000,Rural,9292
4122305,Rio Negro (PR),2000,Total,28710
4122305,Rio Negro (PR),2000,Urbana,22460
4122305,Rio Negro (PR),2000,Rural,6250
4122404,Rolândia (PR),2000,Total,49410
4122404,Rolândia (PR),2000,Urbana,44650
4122404,Rolândia (PR),2000,Rural,4760
4122503,Roncador (PR),2000,Total,13632
4122503,Roncador (PR),2000,Urbana,6826
4122503,Roncador (PR),2000,Rural,6806
4122602,Rondon (PR),2000,Total,8527
4122602,Rondon (PR),2000,Urbana,5832
4122602,Rondon (PR),2000,Rural,2695
4122651,Rosário do Ivaí (PR),2000,Total,6585
4122651,Rosário do Ivaí (PR),2000,Urbana,2269
4122651,Rosário do Ivaí (PR),2000,Rural,4316
4122701,Sabáudia (PR),2000,Total,5413
4122701,Sabáudia (PR),2000,Urbana,4036
4122701,Sabáudia (PR),2000,Rural,1377
4122800,Salgado Filho (PR),2000,Total,5338
4122800,Salgado Filho (PR),2000,Urbana,2158
4122800,Salgado Filho (PR),2000,Rural,3180
4122909,Salto do Itararé (PR),2000,Total,5549
4122909,Salto do Itararé (PR),2000,Urbana,3419
4122909,Salto do Itararé (PR),2000,Rural,2130
4123006,Salto do Lontra (PR),2000,Total,12757
4123006,Salto do Lontra (PR),2000,Urbana,5602
4123006,Salto do Lontra (PR),2000,Rural,7155
4123105,Santa Amélia (PR),2000,Total,4407
4123105,Santa Amélia (PR),2000,Urbana,2950
4123105,Santa Amélia (PR),2000,Rural,1457
4123204,Santa Cecília do Pavão (PR),2000,Total,4064
4123204,Santa Cecília do Pavão (PR),2000,Urbana,3002
4123204,Santa Cecília do Pavão (PR),2000,Rural,1062
4123303,Santa Cruz de Monte Castelo (PR),2000,Total,8578
4123303,Santa Cruz de Monte Castelo (PR),2000,Urbana,5651
4123303,Santa Cruz de Monte Castelo (PR),2000,Rural,2927
4123402,Santa Fé (PR),2000,Total,8870
4123402,Santa Fé (PR),2000,Urbana,7264
4123402,Santa Fé (PR),2000,Rural,1606
4123501,Santa Helena (PR),2000,Total,20491
4123501,Santa Helena (PR),2000,Urbana,9818
4123501,Santa Helena (PR),2000,Rural,10673
4123600,Santa Inês (PR),2000,Total,2099
4123600,Santa Inês (PR),2000,Urbana,1193
4123600,Santa Inês (PR),2000,Rural,906
4123709,Santa Isabel do Ivaí (PR),2000,Total,9154
4123709,Santa Isabel do Ivaí (PR),2000,Urbana,6771
4123709,Santa Isabel do Ivaí (PR),2000,Rural,2383
4123808,Santa Izabel do Oeste (PR),2000,Total,11711
4123808,Santa Izabel do Oeste (PR),2000,Urbana,5695
4123808,Santa Izabel do Oeste (PR),2000,Rural,6016
4123824,Santa Lúcia (PR),2000,Total,4126
4123824,Santa Lúcia (PR),2000,Urbana,2184
4123824,Santa Lúcia (PR),2000,Rural,1942
4123857,Santa Maria do Oeste (PR),2000,Total,13639
4123857,Santa Maria do Oeste (PR),2000,Urbana,3175
4123857,Santa Maria do Oeste (PR),2000,Rural,10464
4123907,Santa Mariana (PR),2000,Total,13470
4123907,Santa Mariana (PR),2000,Urbana,8668
4123907,Santa Mariana (PR),2000,Rural,4802
4123956,Santa Mônica (PR),2000,Total,3190
4123956,Santa Mônica (PR),2000,Urbana,1335
4123956,Santa Mônica (PR),2000,Rural,1855
4124004,Santana do Itararé (PR),2000,Total,5638
4124004,Santana do Itararé (PR),2000,Urbana,3465
4124004,Santana do Itararé (PR),2000,Rural,2173
4124020,Santa Tereza do Oeste (PR),2000,Total,10754
4124020,Santa Tereza do Oeste (PR),2000,Urbana,7534
4124020,Santa Tereza do Oeste (PR),2000,Rural,3220
4124053,Santa Terezinha de Itaipu (PR),2000,Total,18368
4124053,Santa Terezinha de Itaipu (PR),2000,Urbana,16299
4124053,Santa Terezinha de Itaipu (PR),2000,Rural,2069
4124103,Santo Antônio da Platina (PR),2000,Total,39943
4124103,Santo Antônio da Platina (PR),2000,Urbana,32617
4124103,Santo Antônio da Platina (PR),2000,Rural,7326
4124202,Santo Antônio do Caiuá (PR),2000,Total,2878
4124202,Santo Antônio do Caiuá (PR),2000,Urbana,2118
4124202,Santo Antônio do Caiuá (PR),2000,Rural,760
4124301,Santo Antônio do Paraíso (PR),2000,Total,2790
4124301,Santo Antônio do Paraíso (PR),2000,Urbana,1718
4124301,Santo Antônio do Paraíso (PR),2000,Rural,1072
4124400,Santo Antônio do Sudoeste (PR),2000,Total,17870
4124400,Santo Antônio do Sudoeste (PR),2000,Urbana,10814
4124400,Santo Antônio do Sudoeste (PR),2000,Rural,7056
4124509,Santo Inácio (PR),2000,Total,5188
4124509,Santo Inácio (PR),2000,Urbana,3960
4124509,Santo Inácio (PR),2000,Rural,1228
4124608,São Carlos do Ivaí (PR),2000,Total,5904
4124608,São Carlos do Ivaí (PR),2000,Urbana,5252
4124608,São Carlos do Ivaí (PR),2000,Rural,652
4124707,São Jerônimo da Serra (PR),2000,Total,11750
4124707,São Jerônimo da Serra (PR),2000,Urbana,5331
4124707,São Jerônimo da Serra (PR),2000,Rural,6419
4124806,São João (PR),2000,Total,11207
4124806,São João (PR),2000,Urbana,5788
4124806,São João (PR),2000,Rural,5419
4124905,São João do Caiuá (PR),2000,Total,6091
4124905,São João do Caiuá (PR),2000,Urbana,5070
4124905,São João do Caiuá (PR),2000,Rural,1021
4125001,São João do Ivaí (PR),2000,Total,13196
4125001,São João do Ivaí (PR),2000,Urbana,9368
4125001,São João do Ivaí (PR),2000,Rural,3828
4125100,São João do Triunfo (PR),2000,Total,12418
4125100,São João do Triunfo (PR),2000,Urbana,3503
4125100,São João do Triunfo (PR),2000,Rural,8915
4125209,São Jorge d'Oeste (PR),2000,Total,9307
4125209,São Jorge d'Oeste (PR),2000,Urbana,4511
4125209,São Jorge d'Oeste (PR),2000,Rural,4796
4125308,São Jorge do Ivaí (PR),2000,Total,5590
4125308,São Jorge do Ivaí (PR),2000,Urbana,4558
4125308,São Jorge do Ivaí (PR),2000,Rural,1032
4125357,São Jorge do Patrocínio (PR),2000,Total,6604
4125357,São Jorge do Patrocínio (PR),2000,Urbana,2907
4125357,São Jorge do Patrocínio (PR),2000,Rural,3697
4125407,São José da Boa Vista (PR),2000,Total,6978
4125407,São José da Boa Vista (PR),2000,Urbana,3501
4125407,São José da Boa Vista (PR),2000,Rural,3477
4125456,São José das Palmeiras (PR),2000,Total,4102
4125456,São José das Palmeiras (PR),2000,Urbana,2259
4125456,São José das Palmeiras (PR),2000,Rural,1843
4125506,São José dos Pinhais (PR),2000,Total,204316
4125506,São José dos Pinhais (PR),2000,Urbana,183366
4125506,São José dos Pinhais (PR),2000,Rural,20950
4125555,São Manoel do Paraná (PR),2000,Total,2072
4125555,São Manoel do Paraná (PR),2000,Urbana,1003
4125555,São Manoel do Paraná (PR),2000,Rural,1069
4125605,São Mateus do Sul (PR),2000,Total,36569
4125605,São Mateus do Sul (PR),2000,Urbana,21131
4125605,São Mateus do Sul (PR),2000,Rural,15438
4125704,São Miguel do Iguaçu (PR),2000,Total,24432
4125704,São Miguel do Iguaçu (PR),2000,Urbana,14260
4125704,São Miguel do Iguaçu (PR),2000,Rural,10172
4125753,São Pedro do Iguaçu (PR),2000,Total,7277
4125753,São Pedro do Iguaçu (PR),2000,Urbana,4003
4125753,São Pedro do Iguaçu (PR),2000,Rural,3274
4125803,São Pedro do Ivaí (PR),2000,Total,9473
